PROLIFIC_PID,STUDY_ID,SESSION_ID,modo,registro_id,indice_asignacion,consentimiento,edad_18_mas,permiso_vigente,comprende_espanol,no_conduce_ahora,orden,simbolo_primero,velocidad_primera_kmh,velocidad_naranja_kmh,velocidad_platano_kmh,confianza_naranja,confianza_platano,tiempo_primera_s,tiempo_segunda_s,respuesta_abierta,inicio_utc,primera_render_utc,segunda_render_utc,fin_utc,origen_dato,version_app
,,,docente,SIM-000164,163,True,True,True,True,True,platano_primero,platano,90,90,90,71,66,5.155,3.246,Pensé en cómo se verían las siluetas desde lejos y comparé sus formas.,2026-09-03T03:01:00.000Z,2026-09-03T03:01:12.000Z,2026-09-03T03:01:18.405Z,2026-09-03T03:01:28.151Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000165,164,True,True,True,True,True,platano_primero,platano,30,70,30,76,79,8.305,7.505,La naranja parecía compacta y el plátano más ligero; fue una asociación intuitiva.,2026-09-03T03:08:00.000Z,2026-09-03T03:08:12.000Z,2026-09-03T03:08:21.555Z,2026-09-03T03:08:35.560Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000166,165,True,True,True,True,True,naranja_primero,naranja,50,50,50,49,86,6.864,9.035,Usé una intuición visual y mantuve una diferencia moderada entre las señales.,2026-09-03T03:15:00.000Z,2026-09-03T03:15:12.000Z,2026-09-03T03:15:20.114Z,2026-09-03T03:15:35.649Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000167,166,True,True,True,True,True,platano_primero,platano,70,110,70,78,82,10.905,5.737,La silueta redonda me pareció más focal; para la otra escogí una categoría cercana.,2026-09-03T03:22:00.000Z,2026-09-03T03:22:12.000Z,2026-09-03T03:22:24.155Z,2026-09-03T03:22:36.392Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000168,167,True,True,True,True,True,naranja_primero,naranja,90,90,70,62,61,5.761,10.689,La forma redonda me sugirió una velocidad estable y la silueta alargada una menor.,2026-09-03T03:29:00.000Z,2026-09-03T03:29:12.000Z,2026-09-03T03:29:19.011Z,2026-09-03T03:29:36.200Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000169,168,True,True,True,True,True,naranja_primero,naranja,70,70,70,64,67,8.347,4.127,Intenté escoger opciones que otra persona pudiera considerar puntos focales.,2026-09-03T03:36:00.000Z,2026-09-03T03:36:12.000Z,2026-09-03T03:36:21.597Z,2026-09-03T03:36:32.224Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000170,169,True,True,True,True,True,platano_primero,platano,50,90,50,63,63,9.053,3.521,Me guié por la forma y por el contraste entre ambos símbolos.,2026-09-03T03:43:00.000Z,2026-09-03T03:43:12.000Z,2026-09-03T03:43:22.303Z,2026-09-03T03:43:32.324Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000171,170,True,True,True,True,True,naranja_primero,naranja,90,90,90,71,78,9.763,5.387,Me basé en la geometría de las señales y en una asociación espontánea.,2026-09-03T03:50:00.000Z,2026-09-03T03:50:12.000Z,2026-09-03T03:50:23.013Z,2026-09-03T03:50:34.900Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000172,171,True,True,True,True,True,naranja_primero,naranja,110,110,90,66,81,10.205,8.327,Pensé en cómo se verían las siluetas desde lejos y comparé sus formas.,2026-09-03T03:57:00.000Z,2026-09-03T03:57:12.000Z,2026-09-03T03:57:23.455Z,2026-09-03T03:57:38.282Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000173,172,True,True,True,True,True,platano_primero,platano,70,110,70,83,84,4.532,12.131,La forma redonda me sugirió una velocidad estable y la silueta alargada una menor.,2026-09-03T04:04:00.000Z,2026-09-03T04:04:12.000Z,2026-09-03T04:04:17.782Z,2026-09-03T04:04:36.413Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000174,173,True,True,True,True,True,platano_primero,platano,50,70,50,71,44,6.424,4.283,La curva de un símbolo y la geometría del otro orientaron mi elección.,2026-09-03T04:11:00.000Z,2026-09-03T04:11:12.000Z,2026-09-03T04:11:19.674Z,2026-09-03T04:11:30.457Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000175,174,True,True,True,True,True,naranja_primero,naranja,90,90,50,82,59,8.237,1.269,Me basé en la geometría de las señales y en una asociación espontánea.,2026-09-03T04:18:00.000Z,2026-09-03T04:18:12.000Z,2026-09-03T04:18:21.487Z,2026-09-03T04:18:29.256Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000176,175,True,True,True,True,True,naranja_primero,naranja,110,110,70,50,94,5.56,5.352,La curva de un símbolo y la geometría del otro orientaron mi elección.,2026-09-03T04:25:00.000Z,2026-09-03T04:25:12.000Z,2026-09-03T04:25:18.810Z,2026-09-03T04:25:30.662Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000177,176,True,True,True,True,True,platano_primero,platano,70,70,70,57,58,11.534,5.389,Intenté escoger opciones que otra persona pudiera considerar puntos focales.,2026-09-03T04:32:00.000Z,2026-09-03T04:32:12.000Z,2026-09-03T04:32:24.784Z,2026-09-03T04:32:36.673Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000178,177,True,True,True,True,True,naranja_primero,naranja,90,90,90,65,48,14.952,10.087,Intenté escoger opciones que otra persona pudiera considerar puntos focales.,2026-09-03T04:39:00.000Z,2026-09-03T04:39:12.000Z,2026-09-03T04:39:28.202Z,2026-09-03T04:39:44.789Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000179,178,True,True,True,True,True,platano_primero,platano,50,90,50,62,67,7.951,9.521,La naranja parecía compacta y el plátano más ligero; fue una asociación intuitiva.,2026-09-03T04:46:00.000Z,2026-09-03T04:46:12.000Z,2026-09-03T04:46:21.201Z,2026-09-03T04:46:37.222Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000180,179,True,True,True,True,True,platano_primero,platano,70,90,70,53,96,18.62,10.13,"Comparé peso aparente y forma, sin asumir que existiera una respuesta correcta.",2026-09-03T04:53:00.000Z,2026-09-03T04:53:12.000Z,2026-09-03T04:53:31.870Z,2026-09-03T04:53:48.500Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000181,180,True,True,True,True,True,naranja_primero,naranja,90,90,70,72,82,12.099,9.97,La curva de un símbolo y la geometría del otro orientaron mi elección.,2026-09-03T05:00:00.000Z,2026-09-03T05:00:12.000Z,2026-09-03T05:00:25.349Z,2026-09-03T05:00:41.819Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000182,181,True,True,True,True,True,naranja_primero,naranja,70,70,50,70,72,10.151,9.256,Elegí categorías centrales porque imaginé una convención fácil de coordinar.,2026-09-03T05:07:00.000Z,2026-09-03T05:07:12.000Z,2026-09-03T05:07:23.401Z,2026-09-03T05:07:39.157Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000183,182,True,True,True,True,True,naranja_primero,naranja,110,110,70,77,79,6.512,10.089,"Comparé peso aparente y forma, sin asumir que existiera una respuesta correcta.",2026-09-03T05:14:00.000Z,2026-09-03T05:14:12.000Z,2026-09-03T05:14:19.762Z,2026-09-03T05:14:36.351Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000184,183,True,True,True,True,True,platano_primero,platano,70,90,70,70,93,4.864,11.362,Fue una elección por contraste visual entre una figura compacta y otra alargada.,2026-09-03T05:21:00.000Z,2026-09-03T05:21:12.000Z,2026-09-03T05:21:18.114Z,2026-09-03T05:21:35.976Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000185,184,True,True,True,True,True,platano_primero,platano,90,110,90,77,81,17.017,4.093,Intenté escoger opciones que otra persona pudiera considerar puntos focales.,2026-09-03T05:28:00.000Z,2026-09-03T05:28:12.000Z,2026-09-03T05:28:30.267Z,2026-09-03T05:28:40.860Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000186,185,True,True,True,True,True,naranja_primero,naranja,90,90,30,68,67,5.947,8.593,La naranja parecía compacta y el plátano más ligero; fue una asociación intuitiva.,2026-09-03T05:35:00.000Z,2026-09-03T05:35:12.000Z,2026-09-03T05:35:19.197Z,2026-09-03T05:35:34.290Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000187,186,True,True,True,True,True,platano_primero,platano,70,90,70,60,85,8.788,7.943,"Comparé peso aparente y forma, sin asumir que existiera una respuesta correcta.",2026-09-03T05:42:00.000Z,2026-09-03T05:42:12.000Z,2026-09-03T05:42:22.038Z,2026-09-03T05:42:36.481Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000188,187,True,True,True,True,True,naranja_primero,naranja,90,90,50,70,39,10.823,6.836,La curva de un símbolo y la geometría del otro orientaron mi elección.,2026-09-03T05:49:00.000Z,2026-09-03T05:49:12.000Z,2026-09-03T05:49:24.073Z,2026-09-03T05:49:37.409Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000189,188,True,True,True,True,True,platano_primero,platano,70,110,70,69,77,1.342,7.309,La silueta redonda me pareció más focal; para la otra escogí una categoría cercana.,2026-09-03T05:56:00.000Z,2026-09-03T05:56:12.000Z,2026-09-03T05:56:14.592Z,2026-09-03T05:56:28.401Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000190,189,True,True,True,True,True,platano_primero,platano,50,90,50,78,63,5.619,3.992,Usé una intuición visual y mantuve una diferencia moderada entre las señales.,2026-09-03T06:03:00.000Z,2026-09-03T06:03:12.000Z,2026-09-03T06:03:18.869Z,2026-09-03T06:03:29.361Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000191,190,True,True,True,True,True,naranja_primero,naranja,90,90,70,75,90,8.026,11.786,Pensé en cómo se verían las siluetas desde lejos y comparé sus formas.,2026-09-03T06:10:00.000Z,2026-09-03T06:10:12.000Z,2026-09-03T06:10:21.276Z,2026-09-03T06:10:39.562Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000192,191,True,True,True,True,True,naranja_primero,naranja,90,90,70,95,63,7.334,7.625,Me guié por la forma y por el contraste entre ambos símbolos.,2026-09-03T06:17:00.000Z,2026-09-03T06:17:12.000Z,2026-09-03T06:17:20.584Z,2026-09-03T06:17:34.709Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000193,192,True,True,True,True,True,naranja_primero,naranja,90,90,70,52,46,5.309,8.805,Pensé en cómo se verían las siluetas desde lejos y comparé sus formas.,2026-09-03T06:24:00.000Z,2026-09-03T06:24:12.000Z,2026-09-03T06:24:18.559Z,2026-09-03T06:24:33.864Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000194,193,True,True,True,True,True,platano_primero,platano,70,90,70,60,88,12.899,6.041,La naranja parecía compacta y el plátano más ligero; fue una asociación intuitiva.,2026-09-03T06:31:00.000Z,2026-09-03T06:31:12.000Z,2026-09-03T06:31:26.149Z,2026-09-03T06:31:38.690Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000195,194,True,True,True,True,True,naranja_primero,naranja,90,90,50,79,90,6.093,9.684,Intenté escoger opciones que otra persona pudiera considerar puntos focales.,2026-09-03T06:38:00.000Z,2026-09-03T06:38:12.000Z,2026-09-03T06:38:19.343Z,2026-09-03T06:38:35.527Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000196,195,True,True,True,True,True,platano_primero,platano,90,90,90,77,81,15.858,7.482,La forma redonda me sugirió una velocidad estable y la silueta alargada una menor.,2026-09-03T06:45:00.000Z,2026-09-03T06:45:12.000Z,2026-09-03T06:45:29.108Z,2026-09-03T06:45:43.090Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000197,196,True,True,True,True,True,naranja_primero,naranja,90,90,50,67,71,5.183,10.907,Elegí categorías centrales porque imaginé una convención fácil de coordinar.,2026-09-03T06:52:00.000Z,2026-09-03T06:52:12.000Z,2026-09-03T06:52:18.433Z,2026-09-03T06:52:35.840Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000198,197,True,True,True,True,True,platano_primero,platano,50,90,50,68,50,5.744,7.482,Fue una elección por contraste visual entre una figura compacta y otra alargada.,2026-09-03T06:59:00.000Z,2026-09-03T06:59:12.000Z,2026-09-03T06:59:18.994Z,2026-09-03T06:59:32.976Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000199,198,True,True,True,True,True,platano_primero,platano,70,90,70,50,76,5.488,6.103,La naranja parecía compacta y el plátano más ligero; fue una asociación intuitiva.,2026-09-03T07:06:00.000Z,2026-09-03T07:06:12.000Z,2026-09-03T07:06:18.738Z,2026-09-03T07:06:31.341Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000200,199,True,True,True,True,True,platano_primero,platano,90,110,90,67,72,3.665,8.819,Me basé en la geometría de las señales y en una asociación espontánea.,2026-09-03T07:13:00.000Z,2026-09-03T07:13:12.000Z,2026-09-03T07:13:16.915Z,2026-09-03T07:13:32.234Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000201,200,True,True,True,True,True,platano_primero,platano,50,90,50,66,47,5.67,6.494,Elegí categorías centrales porque imaginé una convención fácil de coordinar.,2026-09-03T07:20:00.000Z,2026-09-03T07:20:12.000Z,2026-09-03T07:20:18.920Z,2026-09-03T07:20:31.914Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000202,201,True,True,True,True,True,naranja_primero,naranja,90,90,50,83,62,9.989,8.739,La curva de un símbolo y la geometría del otro orientaron mi elección.,2026-09-03T07:27:00.000Z,2026-09-03T07:27:12.000Z,2026-09-03T07:27:23.239Z,2026-09-03T07:27:38.478Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000203,202,True,True,True,True,True,platano_primero,platano,90,90,90,68,73,9.175,10.089,Me guié por la forma y por el contraste entre ambos símbolos.,2026-09-03T07:34:00.000Z,2026-09-03T07:34:12.000Z,2026-09-03T07:34:22.425Z,2026-09-03T07:34:39.014Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000204,203,True,True,True,True,True,naranja_primero,naranja,90,90,50,58,70,5.092,4.771,Intenté escoger opciones que otra persona pudiera considerar puntos focales.,2026-09-03T07:41:00.000Z,2026-09-03T07:41:12.000Z,2026-09-03T07:41:18.342Z,2026-09-03T07:41:29.613Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000205,204,True,True,True,True,True,platano_primero,platano,70,110,70,63,52,8.756,13.522,Me basé en la geometría de las señales y en una asociación espontánea.,2026-09-03T07:48:00.000Z,2026-09-03T07:48:12.000Z,2026-09-03T07:48:22.006Z,2026-09-03T07:48:42.028Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000206,205,True,True,True,True,True,platano_primero,platano,50,90,50,46,72,7.61,7.484,La forma redonda me sugirió una velocidad estable y la silueta alargada una menor.,2026-09-03T07:55:00.000Z,2026-09-03T07:55:12.000Z,2026-09-03T07:55:20.860Z,2026-09-03T07:55:34.844Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000207,206,True,True,True,True,True,naranja_primero,naranja,110,110,70,68,65,11.124,9.203,Usé una intuición visual y mantuve una diferencia moderada entre las señales.,2026-09-03T08:02:00.000Z,2026-09-03T08:02:12.000Z,2026-09-03T08:02:24.374Z,2026-09-03T08:02:40.077Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000208,207,True,True,True,True,True,naranja_primero,naranja,110,110,90,61,59,14.281,9.415,Elegí categorías centrales porque imaginé una convención fácil de coordinar.,2026-09-03T08:09:00.000Z,2026-09-03T08:09:12.000Z,2026-09-03T08:09:27.531Z,2026-09-03T08:09:43.446Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000209,208,True,True,True,True,True,platano_primero,platano,90,110,90,71,82,5.23,6.958,Me basé en la geometría de las señales y en una asociación espontánea.,2026-09-03T08:16:00.000Z,2026-09-03T08:16:12.000Z,2026-09-03T08:16:18.480Z,2026-09-03T08:16:31.938Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000210,209,True,True,True,True,True,naranja_primero,naranja,70,70,50,57,71,6.24,6.94,La curva de un símbolo y la geometría del otro orientaron mi elección.,2026-09-03T08:23:00.000Z,2026-09-03T08:23:12.000Z,2026-09-03T08:23:19.490Z,2026-09-03T08:23:32.930Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000211,210,True,True,True,True,True,naranja_primero,naranja,70,70,50,85,75,12.96,6.422,La forma redonda me sugirió una velocidad estable y la silueta alargada una menor.,2026-09-03T08:30:00.000Z,2026-09-03T08:30:12.000Z,2026-09-03T08:30:26.210Z,2026-09-03T08:30:39.132Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000212,211,True,True,True,True,True,naranja_primero,naranja,90,90,90,79,68,4.898,3.391,La naranja parecía compacta y el plátano más ligero; fue una asociación intuitiva.,2026-09-03T08:37:00.000Z,2026-09-03T08:37:12.000Z,2026-09-03T08:37:18.148Z,2026-09-03T08:37:28.039Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000213,212,True,True,True,True,True,naranja_primero,naranja,70,70,50,62,58,8.519,6.354,Me basé en la geometría de las señales y en una asociación espontánea.,2026-09-03T08:44:00.000Z,2026-09-03T08:44:12.000Z,2026-09-03T08:44:21.769Z,2026-09-03T08:44:34.623Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000214,213,True,True,True,True,True,platano_primero,platano,50,70,50,59,87,6.319,1.415,Usé una intuición visual y mantuve una diferencia moderada entre las señales.,2026-09-03T08:51:00.000Z,2026-09-03T08:51:12.000Z,2026-09-03T08:51:19.569Z,2026-09-03T08:51:27.484Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000215,214,True,True,True,True,True,platano_primero,platano,50,110,50,75,88,7.477,8.857,Intenté escoger opciones que otra persona pudiera considerar puntos focales.,2026-09-03T08:58:00.000Z,2026-09-03T08:58:12.000Z,2026-09-03T08:58:20.727Z,2026-09-03T08:58:36.084Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000216,215,True,True,True,True,True,platano_primero,platano,30,70,30,81,82,9.652,6.441,Me guié por la forma y por el contraste entre ambos símbolos.,2026-09-03T09:05:00.000Z,2026-09-03T09:05:12.000Z,2026-09-03T09:05:22.902Z,2026-09-03T09:05:35.843Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000217,216,True,True,True,True,True,platano_primero,platano,50,90,50,71,51,9.732,5.3,Intenté escoger opciones que otra persona pudiera considerar puntos focales.,2026-09-03T09:12:00.000Z,2026-09-03T09:12:12.000Z,2026-09-03T09:12:22.982Z,2026-09-03T09:12:34.782Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000218,217,True,True,True,True,True,naranja_primero,naranja,90,90,50,83,76,2.668,9.669,Intenté escoger opciones que otra persona pudiera considerar puntos focales.,2026-09-03T09:19:00.000Z,2026-09-03T09:19:12.000Z,2026-09-03T09:19:15.918Z,2026-09-03T09:19:32.087Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000219,218,True,True,True,True,True,platano_primero,platano,50,90,50,85,62,4.649,6.265,Usé una intuición visual y mantuve una diferencia moderada entre las señales.,2026-09-03T09:26:00.000Z,2026-09-03T09:26:12.000Z,2026-09-03T09:26:17.899Z,2026-09-03T09:26:30.664Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000220,219,True,True,True,True,True,naranja_primero,naranja,130,130,90,64,70,5.507,5.062,Elegí categorías centrales porque imaginé una convención fácil de coordinar.,2026-09-03T09:33:00.000Z,2026-09-03T09:33:12.000Z,2026-09-03T09:33:18.757Z,2026-09-03T09:33:30.319Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000221,220,True,True,True,True,True,naranja_primero,naranja,90,90,70,69,64,10.124,5.617,Usé una intuición visual y mantuve una diferencia moderada entre las señales.,2026-09-03T09:40:00.000Z,2026-09-03T09:40:12.000Z,2026-09-03T09:40:23.374Z,2026-09-03T09:40:35.491Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000222,221,True,True,True,True,True,platano_primero,platano,50,90,50,78,82,10.667,10.008,Usé una intuición visual y mantuve una diferencia moderada entre las señales.,2026-09-03T09:47:00.000Z,2026-09-03T09:47:12.000Z,2026-09-03T09:47:23.917Z,2026-09-03T09:47:40.425Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000223,222,True,True,True,True,True,platano_primero,platano,70,110,70,67,72,6.488,4.132,Intenté escoger opciones que otra persona pudiera considerar puntos focales.,2026-09-03T09:54:00.000Z,2026-09-03T09:54:12.000Z,2026-09-03T09:54:19.738Z,2026-09-03T09:54:30.370Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000224,223,True,True,True,True,True,platano_primero,platano,50,90,50,61,78,7.087,4.876,Intenté escoger opciones que otra persona pudiera considerar puntos focales.,2026-09-03T10:01:00.000Z,2026-09-03T10:01:12.000Z,2026-09-03T10:01:20.337Z,2026-09-03T10:01:31.713Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000225,224,True,True,True,True,True,platano_primero,platano,50,90,50,76,60,7.083,7.487,La silueta redonda me pareció más focal; para la otra escogí una categoría cercana.,2026-09-03T10:08:00.000Z,2026-09-03T10:08:12.000Z,2026-09-03T10:08:20.333Z,2026-09-03T10:08:34.320Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000226,225,True,True,True,True,True,naranja_primero,naranja,110,110,90,87,74,6.251,4.469,Me basé en la geometría de las señales y en una asociación espontánea.,2026-09-03T10:15:00.000Z,2026-09-03T10:15:12.000Z,2026-09-03T10:15:19.501Z,2026-09-03T10:15:30.470Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000227,226,True,True,True,True,True,naranja_primero,naranja,90,90,90,88,70,10.831,11.627,Me basé en la geometría de las señales y en una asociación espontánea.,2026-09-03T10:22:00.000Z,2026-09-03T10:22:12.000Z,2026-09-03T10:22:24.081Z,2026-09-03T10:22:42.208Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000228,227,True,True,True,True,True,naranja_primero,naranja,70,70,30,93,57,12.999,11.355,"Comparé peso aparente y forma, sin asumir que existiera una respuesta correcta.",2026-09-03T10:29:00.000Z,2026-09-03T10:29:12.000Z,2026-09-03T10:29:26.249Z,2026-09-03T10:29:44.104Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000229,228,True,True,True,True,True,platano_primero,platano,90,110,90,84,54,8.728,7.517,Intenté escoger opciones que otra persona pudiera considerar puntos focales.,2026-09-03T10:36:00.000Z,2026-09-03T10:36:12.000Z,2026-09-03T10:36:21.978Z,2026-09-03T10:36:35.995Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000230,229,True,True,True,True,True,naranja_primero,naranja,70,70,50,71,50,6.204,7.01,Fue una elección por contraste visual entre una figura compacta y otra alargada.,2026-09-03T10:43:00.000Z,2026-09-03T10:43:12.000Z,2026-09-03T10:43:19.454Z,2026-09-03T10:43:32.964Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000231,230,True,True,True,True,True,platano_primero,platano,70,110,70,67,71,6.602,3.018,"Comparé peso aparente y forma, sin asumir que existiera una respuesta correcta.",2026-09-03T10:50:00.000Z,2026-09-03T10:50:12.000Z,2026-09-03T10:50:19.852Z,2026-09-03T10:50:29.370Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000232,231,True,True,True,True,True,platano_primero,platano,70,90,70,81,53,6.47,5.461,La silueta redonda me pareció más focal; para la otra escogí una categoría cercana.,2026-09-03T10:57:00.000Z,2026-09-03T10:57:12.000Z,2026-09-03T10:57:19.720Z,2026-09-03T10:57:31.681Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000233,232,True,True,True,True,True,naranja_primero,naranja,70,70,30,62,62,7.769,7.702,Me guié por la forma y por el contraste entre ambos símbolos.,2026-09-03T11:04:00.000Z,2026-09-03T11:04:12.000Z,2026-09-03T11:04:21.019Z,2026-09-03T11:04:35.221Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000234,233,True,True,True,True,True,naranja_primero,naranja,70,70,50,60,66,4.969,4.651,Fue una elección por contraste visual entre una figura compacta y otra alargada.,2026-09-03T11:11:00.000Z,2026-09-03T11:11:12.000Z,2026-09-03T11:11:18.219Z,2026-09-03T11:11:29.370Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000235,234,True,True,True,True,True,platano_primero,platano,70,90,70,51,87,6.431,15.342,La forma redonda me sugirió una velocidad estable y la silueta alargada una menor.,2026-09-03T11:18:00.000Z,2026-09-03T11:18:12.000Z,2026-09-03T11:18:19.681Z,2026-09-03T11:18:41.523Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000236,235,True,True,True,True,True,naranja_primero,naranja,110,110,90,77,72,8.323,5.544,La curva de un símbolo y la geometría del otro orientaron mi elección.,2026-09-03T11:25:00.000Z,2026-09-03T11:25:12.000Z,2026-09-03T11:25:21.573Z,2026-09-03T11:25:33.617Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000237,236,True,True,True,True,True,platano_primero,platano,70,90,70,80,71,6.617,2.103,La forma redonda me sugirió una velocidad estable y la silueta alargada una menor.,2026-09-03T11:32:00.000Z,2026-09-03T11:32:12.000Z,2026-09-03T11:32:19.867Z,2026-09-03T11:32:28.470Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000238,237,True,True,True,True,True,naranja_primero,naranja,70,70,50,74,66,5.865,3.923,Fue una elección por contraste visual entre una figura compacta y otra alargada.,2026-09-03T11:39:00.000Z,2026-09-03T11:39:12.000Z,2026-09-03T11:39:19.115Z,2026-09-03T11:39:29.538Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000239,238,True,True,True,True,True,naranja_primero,naranja,90,90,50,57,67,9.309,5.667,Fue una elección por contraste visual entre una figura compacta y otra alargada.,2026-09-03T11:46:00.000Z,2026-09-03T11:46:12.000Z,2026-09-03T11:46:22.559Z,2026-09-03T11:46:34.726Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000240,239,True,True,True,True,True,platano_primero,platano,90,110,90,70,72,6.645,6.831,Elegí categorías centrales porque imaginé una convención fácil de coordinar.,2026-09-03T11:53:00.000Z,2026-09-03T11:53:12.000Z,2026-09-03T11:53:19.895Z,2026-09-03T11:53:33.226Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000241,240,True,True,True,True,True,platano_primero,platano,50,70,50,71,77,5.063,7.836,Pensé en cómo se verían las siluetas desde lejos y comparé sus formas.,2026-09-03T12:00:00.000Z,2026-09-03T12:00:12.000Z,2026-09-03T12:00:18.313Z,2026-09-03T12:00:32.649Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000242,241,True,True,True,True,True,naranja_primero,naranja,90,90,90,57,73,9.988,11.461,Me guié por la forma y por el contraste entre ambos símbolos.,2026-09-03T12:07:00.000Z,2026-09-03T12:07:12.000Z,2026-09-03T12:07:23.238Z,2026-09-03T12:07:41.199Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000243,242,True,True,True,True,True,platano_primero,platano,70,90,70,70,88,2.937,6.051,Pensé en cómo se verían las siluetas desde lejos y comparé sus formas.,2026-09-03T12:14:00.000Z,2026-09-03T12:14:12.000Z,2026-09-03T12:14:16.187Z,2026-09-03T12:14:28.738Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000244,243,True,True,True,True,True,naranja_primero,naranja,70,70,50,71,81,5.714,10.528,La silueta redonda me pareció más focal; para la otra escogí una categoría cercana.,2026-09-03T12:21:00.000Z,2026-09-03T12:21:12.000Z,2026-09-03T12:21:18.964Z,2026-09-03T12:21:35.992Z,sintetico_docente,1.0.0-demo
,,,docente,SIM-000245,244,True,True,True,True,True,platano_primero,platano,90,90,90,57,65,8.396,6.818,La curva de un símbolo y la geometría del otro orientaron mi elección.,2026-09-03T12:28:00.000Z,2026-09-03T12:28:12.000Z,2026-09-03T12:28:21.646Z,2026-09-03T12:28:34.964Z,sintetico_docente,1.0.0-demo
