registro_id,orden,simbolo_primero,velocidad_primera_kmh,velocidad_naranja_kmh,velocidad_platano_kmh,confianza_naranja,confianza_platano,tiempo_primera_s,tiempo_segunda_s,diferencia_platano_menos_naranja,categoria_motivo,incluida,motivo_exclusion,origen_dato,version_app
SIM-000397,platano_primero,platano,50,110,50,71,58,5.876,4.941,-60,"[""azar""]",true,,sintetico_docente,1.0.0-demo
SIM-000398,platano_primero,platano,70,110,70,77,77,6.418,6.270,-40,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000399,platano_primero,platano,70,110,70,64,73,7.760,10.366,-40,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000400,naranja_primero,naranja,50,50,50,67,82,13.075,6.559,0,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000401,platano_primero,platano,50,90,50,75,52,9.904,10.895,-40,"[""forma"",""fisica"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000402,naranja_primero,naranja,110,110,90,73,76,5.956,5.910,-20,"[""azar""]",true,,sintetico_docente,1.0.0-demo
SIM-000403,platano_primero,platano,90,110,90,81,44,9.941,7.055,-20,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000404,platano_primero,platano,70,90,70,79,57,6.598,4.455,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000405,platano_primero,platano,90,90,90,68,71,14.093,7.338,0,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000406,naranja_primero,naranja,110,110,90,77,55,12.357,5.581,-20,"[""sin_clasificar""]",true,,sintetico_docente,1.0.0-demo
SIM-000407,naranja_primero,naranja,90,90,50,80,69,10.401,6.409,-40,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000408,platano_primero,platano,70,110,70,85,77,4.270,6.438,-40,"[""forma"",""fisica"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000409,naranja_primero,naranja,130,130,70,62,53,5.445,8.530,-60,"[""sin_clasificar""]",true,,sintetico_docente,1.0.0-demo
SIM-000410,naranja_primero,naranja,130,130,110,63,59,7.858,1.561,-20,"[""forma"",""contraste""]",false,tiempo_segunda_menor_2,sintetico_docente,1.0.0-demo
SIM-000411,naranja_primero,naranja,90,90,70,53,71,5.744,3.834,-20,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000412,naranja_primero,naranja,90,90,70,73,62,6.458,14.502,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000413,platano_primero,platano,70,110,70,55,73,8.064,7.578,-40,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000414,naranja_primero,naranja,50,50,30,76,75,1.634,6.526,-20,"[""forma"",""contraste""]",false,tiempo_primera_menor_2,sintetico_docente,1.0.0-demo
SIM-000415,platano_primero,platano,90,110,90,85,42,5.990,8.327,-20,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000416,platano_primero,platano,50,90,50,77,65,11.996,11.676,-40,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000417,platano_primero,platano,50,110,50,64,88,6.021,10.415,-60,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000418,naranja_primero,naranja,110,110,70,58,68,3.336,6.595,-40,"[""sin_clasificar""]",true,,sintetico_docente,1.0.0-demo
SIM-000419,naranja_primero,naranja,90,90,50,61,68,7.100,9.305,-40,"[""fisica""]",true,,sintetico_docente,1.0.0-demo
SIM-000420,platano_primero,platano,70,110,70,65,62,9.601,9.061,-40,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000421,naranja_primero,naranja,90,90,70,88,71,7.774,6.852,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000422,platano_primero,platano,70,90,70,61,77,8.188,7.012,-20,"[""sin_clasificar""]",true,,sintetico_docente,1.0.0-demo
SIM-000423,platano_primero,platano,50,70,50,50,59,7.662,8.907,-20,"[""fisica""]",true,,sintetico_docente,1.0.0-demo
SIM-000424,platano_primero,platano,70,110,70,73,72,8.450,5.970,-40,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000425,naranja_primero,naranja,90,90,70,64,94,4.947,7.843,-20,"[""sin_clasificar""]",true,,sintetico_docente,1.0.0-demo
SIM-000426,platano_primero,platano,90,90,90,83,81,13.570,4.092,0,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000427,naranja_primero,naranja,130,130,90,57,65,6.593,7.781,-40,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000428,naranja_primero,naranja,50,50,50,81,80,5.137,6.670,0,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000429,naranja_primero,naranja,110,110,90,56,100,7.009,6.219,-20,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000430,platano_primero,platano,50,90,50,100,69,3.679,8.819,-40,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000431,platano_primero,platano,50,110,50,75,67,7.127,7.395,-60,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000432,platano_primero,platano,90,110,90,55,74,11.153,14.404,-20,"[""azar""]",true,,sintetico_docente,1.0.0-demo
SIM-000433,platano_primero,platano,70,110,70,58,66,8.040,10.379,-40,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000434,naranja_primero,naranja,110,110,70,57,85,5.580,9.495,-40,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000435,platano_primero,platano,90,110,90,74,83,10.160,6.032,-20,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000436,naranja_primero,naranja,110,110,70,79,74,11.836,7.712,-40,"[""sin_clasificar""]",true,,sintetico_docente,1.0.0-demo
SIM-000437,platano_primero,platano,50,70,50,71,78,9.159,6.289,-20,"[""sin_clasificar""]",true,,sintetico_docente,1.0.0-demo
SIM-000438,naranja_primero,naranja,90,90,70,79,54,4.597,4.072,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000439,naranja_primero,naranja,70,70,70,92,68,12.623,5.213,0,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000440,naranja_primero,naranja,90,90,50,69,87,6.143,4.996,-40,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000441,naranja_primero,naranja,70,70,30,70,66,10.325,5.270,-40,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000442,platano_primero,platano,90,110,90,68,64,6.233,4.232,-20,"[""azar""]",true,,sintetico_docente,1.0.0-demo
SIM-000443,platano_primero,platano,90,90,90,63,80,7.256,8.399,0,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000444,naranja_primero,naranja,110,110,90,61,53,11.012,5.984,-20,"[""sin_clasificar""]",true,,sintetico_docente,1.0.0-demo
SIM-000445,platano_primero,platano,70,110,70,76,83,6.811,6.364,-40,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000446,naranja_primero,naranja,90,90,50,70,100,5.875,2.156,-40,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000447,naranja_primero,naranja,90,90,70,72,59,5.201,9.800,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000448,platano_primero,platano,70,110,70,65,60,6.969,8.075,-40,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000449,naranja_primero,naranja,110,110,70,77,85,10.801,3.716,-40,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000450,platano_primero,platano,90,110,90,73,80,6.871,2.738,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000451,naranja_primero,naranja,90,90,70,76,81,6.791,4.425,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000452,platano_primero,platano,50,90,50,77,68,12.248,10.599,-40,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000453,naranja_primero,naranja,90,90,70,79,59,6.493,1.707,-20,"[""sin_clasificar""]",false,tiempo_segunda_menor_2,sintetico_docente,1.0.0-demo
SIM-000454,platano_primero,platano,50,110,50,65,44,4.035,7.755,-60,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000455,platano_primero,platano,70,70,70,68,78,5.896,9.011,0,"[""sin_clasificar""]",true,,sintetico_docente,1.0.0-demo
SIM-000456,platano_primero,platano,70,70,70,77,83,6.909,7.316,0,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000457,platano_primero,platano,70,90,70,64,64,5.984,7.008,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000458,naranja_primero,naranja,90,90,50,83,44,12.273,4.543,-40,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000459,naranja_primero,naranja,110,110,70,81,42,8.354,5.720,-40,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000460,naranja_primero,naranja,70,70,70,78,63,9.087,4.995,0,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000461,platano_primero,platano,30,70,30,73,58,5.906,7.210,-40,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000462,platano_primero,platano,70,110,70,54,60,6.932,3.753,-40,"[""sin_clasificar""]",true,,sintetico_docente,1.0.0-demo
SIM-000463,platano_primero,platano,90,110,90,64,76,5.636,4.261,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000464,naranja_primero,naranja,70,70,50,82,75,3.743,6.558,-20,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000465,platano_primero,platano,50,90,50,71,75,6.366,4.902,-40,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000466,naranja_primero,naranja,70,70,50,65,63,5.316,9.497,-20,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000467,platano_primero,platano,90,110,90,65,41,8.139,7.156,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000468,naranja_primero,naranja,110,110,70,63,68,10.487,8.331,-40,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000469,naranja_primero,naranja,90,90,90,100,73,6.380,9.142,0,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000470,naranja_primero,naranja,70,70,70,62,80,5.301,6.136,0,"[""fisica""]",true,,sintetico_docente,1.0.0-demo
SIM-000471,platano_primero,platano,50,70,50,70,54,5.190,3.326,-20,"[""sin_clasificar""]",true,,sintetico_docente,1.0.0-demo
SIM-000472,naranja_primero,naranja,70,70,50,70,79,8.756,4.147,-20,"[""azar""]",true,,sintetico_docente,1.0.0-demo
SIM-000473,platano_primero,platano,70,110,70,66,63,8.046,6.321,-40,"[""fisica""]",true,,sintetico_docente,1.0.0-demo
SIM-000474,naranja_primero,naranja,70,70,30,66,47,8.106,7.145,-40,"[""fisica""]",true,,sintetico_docente,1.0.0-demo
SIM-000475,platano_primero,platano,70,90,70,78,76,13.780,8.286,-20,"[""fisica""]",true,,sintetico_docente,1.0.0-demo
SIM-000476,naranja_primero,naranja,90,90,50,51,72,3.619,7.026,-40,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000477,naranja_primero,naranja,110,110,70,68,70,9.867,8.002,-40,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000478,platano_primero,platano,110,110,110,75,50,4.915,6.112,0,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000479,naranja_primero,naranja,90,90,30,76,65,8.450,11.344,-60,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000480,platano_primero,platano,90,110,90,73,63,6.833,5.952,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000481,platano_primero,platano,50,90,50,92,69,5.207,5.009,-40,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000482,naranja_primero,naranja,70,70,50,76,78,4.972,7.608,-20,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000483,naranja_primero,naranja,90,90,70,84,69,3.941,13.595,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000484,platano_primero,platano,70,110,70,61,72,18.745,8.919,-40,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000485,platano_primero,platano,70,110,70,30,85,15.114,4.265,-40,"[""azar""]",true,,sintetico_docente,1.0.0-demo
SIM-000486,platano_primero,platano,90,90,90,67,70,10.735,4.944,0,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000487,naranja_primero,naranja,90,90,70,53,70,6.783,9.895,-20,"[""sin_clasificar""]",true,,sintetico_docente,1.0.0-demo
SIM-000488,platano_primero,platano,70,90,70,78,57,5.002,15.537,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000489,naranja_primero,naranja,90,90,50,69,64,16.857,5.357,-40,"[""forma"",""fisica"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000490,naranja_primero,naranja,90,90,50,45,70,4.848,7.400,-40,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000491,naranja_primero,naranja,70,70,70,52,66,6.001,4.942,0,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000492,naranja_primero,naranja,70,70,50,80,79,6.002,6.947,-20,"[""forma"",""fisica"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000493,naranja_primero,naranja,70,70,50,65,49,5.526,7.961,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000494,platano_primero,platano,70,90,70,78,74,4.970,9.555,-20,"[""sin_clasificar""]",true,,sintetico_docente,1.0.0-demo
SIM-000495,platano_primero,platano,90,110,90,73,62,5.214,3.702,-20,"[""forma"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000496,platano_primero,platano,70,110,70,72,68,8.982,6.767,-40,"[""forma"",""fisica"",""contraste""]",true,,sintetico_docente,1.0.0-demo
SIM-000497,platano_primero,platano,90,110,90,85,74,7.226,10.411,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
SIM-000498,naranja_primero,naranja,90,90,90,61,67,7.836,7.764,0,"[""sin_clasificar""]",true,,sintetico_docente,1.0.0-demo
SIM-000499,platano_primero,platano,50,70,50,78,69,2.920,7.706,-20,"[""sin_clasificar""]",true,,sintetico_docente,1.0.0-demo
SIM-000500,naranja_primero,naranja,110,110,90,71,74,6.143,9.008,-20,"[""forma""]",true,,sintetico_docente,1.0.0-demo
